,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
13673,C. Boukholda,21,179,60,LOSC Lille,6000,64,53,61,62,35,,,,,
13674,D. Pelivan,21,184,73,SG Sonnenhof GroÃaspach,1000,62,51,50,54,55,,,,,
13675,F. Olivera,22,185,80,CD Tenerife,2000,54,46,45,46,60,,,,,
13676,Luan,21,186,68,SK Sturm Graz,3000,56,25,38,36,62,,,,,
13677,A. Sikoev,22,191,84,Arsenal Tula,5000,55,66,44,56,23,,,,,
13678,M. OrtÃ­z,22,162,64,Club AtlÃ©tico Talleres,3000,69,53,65,64,42,,,,,
13679,K. Zohi,20,177,75,RC Strasbourg Alsace,4000,82,63,43,58,20,,,,,
13680,M. Osores,20,190,78,AtlÃ©tico TucumÃ¡n,2000,64,33,36,44,61,,,,,
13681,G. Burke,23,170,70,Shamrock Rovers,1000,60,60,62,61,23,,,,,
13682,D. Butler,22,175,75,Newport County,2000,73,41,51,55,59,,,,,
13683,T. DÃ¤hne,23,193,96,HJK Helsinki,1000,,,,,,63,56,48,58,61
13684,P. Garita,22,187,89,Bristol City,8000,69,60,50,57,36,,,,,
13685,L. Walters,22,172,68,Nottingham Forest,5000,79,59,46,59,21,,,,,
13686,M. Reule,23,188,84,SG Sonnenhof GroÃaspach,1000,,,,,,64,57,59,35,55
13687,J. Hiwula,22,178,76,Fleetwood Town,8000,81,60,48,64,25,,,,,
13688,S. RomÃ¡n,22,190,76,Once Caldas,1000,,,,,,61,56,55,44,61
13689,E. Ham,23,173,67,Argentinos Juniors,2000,72,53,58,63,55,,,,,
13690,D. Steininger,22,187,79,SpVgg Greuther FÃ¼rth,2000,73,58,51,63,21,,,,,
13691,S. Nabi,20,180,76,Carlisle United,2000,61,55,61,66,43,,,,,
13692,K. Åwiderski,20,184,74,Jagiellonia BiaÅystok,2000,63,61,52,63,23,,,,,
13693,A. Al Ammar,23,170,68,Al Fateh,4000,73,56,59,63,54,,,,,
13694,Navas,22,169,68,UD AlmerÃ­a,2000,72,34,42,60,64,,,,,
13695,R. Curtis,21,182,77,Derry City,1000,79,56,54,59,43,,,,,
13696,J. Gundersen,21,186,82,TromsÃ¸ IL,1000,64,31,43,46,60,,,,,
13697,J. Dibirgadzhiev,20,192,78,FC Anzhi Makhachkala,4000,71,59,43,59,27,,,,,
13698,V. ZÃºÃ±iga,21,170,63,Cruz Azul,5000,77,58,52,64,23,,,,,
13699,E. Ntim,21,179,72,Valenciennes FC,1000,70,26,52,54,61,,,,,
13700,H. Kawabe,21,178,70,JÃºbilo Iwata,1000,76,53,59,66,57,,,,,
13701,Lee Han Do,23,185,80,GwangJu FC,1000,58,34,45,48,60,,,,,
13702,J. GarcÃ­a,22,176,68,Deportivo Toluca,4000,71,52,54,61,57,,,,,
13703,P. Silva TorrejÃ³n,20,180,76,Club Olimpo,3000,76,42,48,58,56,,,,,
13704,Flavio,21,177,73,Boavista FC,1000,65,49,57,58,58,,,,,
13705,Diogo Almeida,19,173,69,CD Feirense,1000,66,35,44,63,60,,,,,
13706,T. David,20,180,73,ADO Den Haag,2000,74,30,44,51,64,,,,,
13707,H. Al Habib,22,183,81,Ettifaq FC,3000,61,56,55,60,58,,,,,
13708,K. MiÅ,21,182,73,Korona Kielce,1000,86,22,45,58,55,,,,,
13709,N. GÃ³mez,19,167,61,Pachuca,4000,67,59,55,63,30,,,,,
13710,M. De Almeida,21,176,68,Tours FC,1000,78,56,48,61,20,,,,,
13711,Juan Moreno,20,175,69,Atlético Madrid,7000,65,50,62,67,40,,,,,
13712,Seo Young Jae,22,182,75,Hamburger SV,5000,66,33,42,58,61,,,,,
13713,S. Amuzie,21,186,85,FC Lugano,4000,59,37,46,54,66,,,,,
13714,Sergio Arribas,21,183,73,CD LeganÃ©s,4000,57,44,62,62,44,,,,,
13715,D. Lippert,21,172,63,1. FC NÃ¼rnberg,2000,66,31,48,60,58,,,,,
13716,N. Roa,23,181,70,Tigres FC,1000,71,51,57,60,48,,,,,
13717,L. Mothiba,21,182,80,Valenciennes FC,6000,68,59,48,59,21,,,,,
13718,S. Erimuya,19,171,65,CÃ¡diz CF,1000,66,34,34,45,63,,,,,
13719,Park Dae Han,21,183,77,Jeonnam Dragons,1000,,,,,,63,59,57,42,57
13720,G. Carrasco,20,175,74,Club Atlético Lanús,2000,69,32,43,57,59,,,,,
13721,Olabe,21,178,70,Atlético Madrid,7000,62,53,60,61,40,,,,,
13722,Pomareta,22,182,74,CD Numancia,2000,59,34,36,38,64,,,,,
13723,K. Abrahams,20,172,65,Sint-Truidense VV,2000,84,49,55,65,31,,,,,
13724,J. Sagredo,23,179,74,Bolivia,0,73,30,49,55,58,,,,,
13725,T. Jacobsen,20,182,76,SV Werder Bremen II,1000,69,48,55,60,53,,,,,
13726,B. Manu,20,170,70,Hallescher FC,1000,93,46,47,68,47,,,,,
13727,R. ÃaÄÄ±ran,22,176,64,Yeni Malatyaspor,2000,57,41,57,57,58,,,,,
13728,T. Nobile,20,194,80,FC Pro Vercelli 1892,1000,,,,,,62,60,56,24,57
13729,E. Cedillo,21,180,71,Club AmÃ©rica,6000,59,26,40,41,62,,,,,
13730,A. Madibo,20,168,65,KAS Eupen,2000,53,35,52,54,58,,,,,
13731,M. Prezioso,21,178,67,Carpi,8000,64,47,60,60,51,,,,,
13732,E. Dacaj,20,180,78,Eintracht Braunschweig,4000,53,55,64,64,45,,,,,
13733,J. Tell,20,185,74,Stade Rennais FC,4000,56,63,47,58,31,,,,,
13734,M. Merentiel,21,176,70,Lorca FC,2000,70,61,45,58,24,,,,,
13735,Campos,22,189,78,CD Numancia,1000,,,,,,63,60,65,41,57
13736,L. Amarilla,21,182,74,VÃ©lez Sarsfield,3000,57,64,46,60,25,,,,,
13737,J. Stockley,23,188,79,Exeter City,3000,68,58,37,53,28,,,,,
13738,J. Ruffels,23,178,75,Oxford United,2000,57,47,61,61,49,,,,,
13739,E. Hewitt,23,180,75,Notts County,4000,83,41,58,66,58,,,,,
13740,Carlos Daniel,22,178,72,Clube Sport MarÃ­timo,2000,60,60,49,57,23,,,,,
13741,R. Edwards,23,170,73,Partick Thistle FC,1000,75,51,57,67,39,,,,,
13742,C. Stockton,23,186,75,Heart of Midlothian,2000,71,61,44,52,24,,,,,
13743,W. Jobello,23,179,68,GFC Ajaccio,2000,66,63,54,66,26,,,,,
13744,M. Ricci,23,172,68,US Salernitana 1919,9000,73,49,62,63,32,,,,,
13745,C. Nielsen,23,183,73,Odense Boldklub,3000,73,55,60,63,48,,,,,
13746,D. Konate,23,184,74,FC Pro Vercelli 1892,1000,65,22,35,48,58,,,,,
13747,P. StÄpiÅski,22,178,62,WisÅa PÅock,1000,73,33,53,63,57,,,,,
13748,D. Gape,22,180,70,Wycombe Wanderers,3000,55,49,58,61,63,,,,,
13749,D. Geurts,22,178,70,SC Paderborn 07,1000,84,49,54,65,18,,,,,
13750,F. Berra,22,184,80,FC Pro Vercelli 1892,1000,60,23,47,56,60,,,,,
13751,V. Milke,22,182,70,QuerÃ©taro,2000,58,46,53,56,63,,,,,
13752,Quinti,20,179,70,Villarreal CF,4000,63,33,58,49,61,,,,,
13753,M. Rocca,21,175,72,FC Pro Vercelli 1892,5000,64,52,62,60,42,,,,,
13754,E. CoÅkun,23,184,76,GÃ¶ztepe SK,3000,63,30,34,40,60,,,,,
13755,L. ChÃ¡vez,21,179,73,Club Tijuana,3000,72,56,60,66,58,,,,,
13756,C. Dimaio,21,177,72,Chesterfield,3000,65,58,58,63,57,,,,,
13757,R. Dickie,21,183,74,Lincoln City,5000,64,35,43,47,60,,,,,
13758,S. Crone,22,182,76,BrÃ¸ndby IF,3000,71,33,53,60,56,,,,,
13759,J. Gerezgiher,21,176,71,Holstein Kiel,2000,71,52,58,66,36,,,,,
13760,M. Greve,22,186,76,Odense Boldklub,3000,65,57,56,61,46,,,,,
13761,A. Troshechkin,21,183,78,FC Tosno,4000,57,50,60,57,56,,,,,
13762,M. Gatto,21,182,74,Chievo Verona,3000,69,54,58,71,23,,,,,
13763,A. Samsonov,23,181,74,Spartak Moscow,8000,59,52,59,56,57,,,,,
13764,M. Mara,20,170,65,FC Lorient,2000,73,62,43,64,22,,,,,
13765,E. MartÃ­nez,23,169,67,Chacarita Juniors,3000,85,55,46,66,20,,,,,
13766,F. Krogstad,22,181,80,LillestrÃ¸m SK,1000,68,54,63,62,38,,,,,
13767,L. Smith,21,180,75,Newcastle United,9000,53,53,63,64,45,,,,,
13768,D. Niepsuj,21,183,76,PogoÅ Szczecin,1000,75,29,45,57,61,,,,,
13769,R. Wulle,23,188,82,SV Sandhausen,1000,,,,,,60,59,57,46,59
13770,S. Stolze,22,182,70, SSV Jahn Regensburg,9000,72,58,49,64,26,,,,,
13771,T. Kadewere,21,183,72,DjurgÃ¥rdens IF,1000,75,57,54,66,30,,,,,
13772,M. KonÃ©,20,175,68,FC ZÃ¼rich,3000,81,57,39,60,20,,,,,
13773,M. PantoviÄ,20,185,67,FC Bayern Munich,12000,64,57,53,66,29,,,,,
13774,M. Sosa,21,169,70,Defensa y Justicia,2000,66,54,60,59,44,,,,,
13775,Roberto NÃºÃ±ez,21,182,77,Royal Antwerp FC,2000,61,65,48,59,27,,,,,
13776,S. Starke Hedlund,22,184,79,Kalmar FF,1000,62,27,38,44,60,,,,,
13777,Bueno,21,182,79,Kashima Antlers,2000,72,30,39,41,58,,,,,
13778,T. Morishima,20,173,64,Sanfrecce Hiroshima,2000,71,44,58,66,28,,,,,
13779,D. Mouchamps,21,172,63,KAS Eupen,2000,76,59,51,62,22,,,,,
13780,Pablo VÃ¡zquez,22,185,82,Granada CF,2000,52,30,36,36,64,,,,,
13781,P. Hamel,23,185,67,FC Lorient,2000,53,65,45,55,24,,,,,
13782,G. Leo,22,193,86,Karlsruher SC,1000,66,31,46,42,60,,,,,
13783,S. Kopp,22,198,88, SSV Jahn Regensburg,2000,54,22,39,38,58,,,,,
13784,E. Pinnock,24,188,79,Barnsley,2000,68,28,46,53,60,,,,,
13785,Juanpe SÃ¡nchez,21,192,81,Lorca FC,1000,,,,,,60,58,61,29,61
13786,J. Ãlvarez,21,175,71,Club AtlÃ©tico Banfield,2000,69,54,57,62,30,,,,,
13787,S. Sow,20,182,74,FC Utrecht,2000,72,59,47,62,23,,,,,
13788,Santi Samanes,21,176,72,Real Valladolid CF,2000,69,56,57,64,29,,,,,
13789,F. BolÃ³,23,170,70,AtlÃ©tico Huila,1000,68,52,62,64,32,,,,,
13790,I. Wadji,22,175,75,Molde FK,2000,87,55,47,63,26,,,,,
13791,E. Rueda,21,173,72,Argentinos Juniors,2000,76,60,54,64,31,,,,,
13792,E. Cicerelli,22,177,60,US Salernitana 1919,1000,66,57,54,66,28,,,,,
13793,S. Ãkland,24,177,68,Kristiansund BK,1000,59,49,59,65,41,,,,,
13794,G. Williams,24,176,70,Milton Keynes Dons,2000,72,26,52,60,58,,,,,
13795,S. McDermott,24,185,83,Kristiansund BK,1000,,,,,,62,58,54,45,59
13796,D. StojanoviÄ,23,196,89,FC St. Gallen,2000,,,,,,65,57,58,38,56
13797,L. Byrne,23,183,78,Shamrock Rovers,1000,78,41,52,53,57,,,,,
13798,K. Morris,23,178,71,Walsall,2000,74,59,60,67,49,,,,,
13799,J. Balk,23,193,89,St. Patrick's Athletic,1000,44,36,42,41,60,,,,,
13800,M. Branderhorst,23,192,87,Willem II,1000,,,,,,63,59,56,39,59
13801,R. Flanagan,22,180,68,Walsall,2000,71,56,57,63,49,,,,,
13802,N. Belloni,22,176,68,Carpi,9000,68,55,56,65,33,,,,,
13803,J. RodrÃ­guez,24,180,70,CortuluÃ¡,1000,68,54,57,59,43,,,,,
13804,C. Brunner,23,181,74,FC ZÃ¼rich,2000,64,57,55,63,59,,,,,
13805,Juan Delgado,23,183,78,Levante UD,4000,60,64,49,60,21,,,,,
13806,M. GonzÃ¡lez,23,178,71,Rosario Central,3000,63,50,55,59,63,,,,,
13807,A. BenÃ­tez,21,168,67,Deportivo Toluca,2000,72,49,54,61,58,,,,,
13808,L. Contin,21,183,78,Gimnasia y Esgrima La Plata,3000,54,60,46,58,22,,,,,
13809,Guti,22,192,72,Real Zaragoza,2000,61,32,40,36,64,,,,,
13810,H. Al Jayzani,24,173,72,Al Shabab,5000,78,35,48,55,55,,,,,
13811,Roni,23,180,79,Real Oviedo,2000,60,62,43,55,25,,,,,
13812,E. Verstappen,23,196,88,Eintracht Braunschweig,3000,,,,,,61,58,61,38,59
13813,Lee Dong Su,23,185,72,Jeju United FC,1000,57,36,56,53,62,,,,,
13814,A. Georgiev,23,186,73,Bulgaria,0,59,25,28,32,62,,,,,
13815,E. Letlotlo,21,175,66,Kaizer Chiefs,1000,74,59,50,63,21,,,,,
13816,VinÃ­cius,22,187,82,Vegalta Sendai,1000,61,30,46,41,59,,,,,
13817,F. Ãvila,23,179,70,Tigres FC,1000,76,35,58,68,45,,,,,
13818,Y. Segawa,23,170,67,Omiya Ardija,1000,82,54,55,61,26,,,,,
13819,A. Onaiwu,21,180,74,Urawa Red Diamonds,2000,77,58,41,57,28,,,,,
13820,Lim Chan Wool,22,176,71,Gangwon FC,1000,72,50,54,59,50,,,,,
13821,D. Tuma,21,179,75,FC Carl Zeiss Jena,1000,86,49,54,61,26,,,,,
13822,P. Wiesinger,23,181,74,LASK Linz,3000,58,26,38,37,61,,,,,
13823,J. Clauss,24,185,72,US Quevilly Rouen MÃ©tropole,1000,59,38,53,58,60,,,,,
13824,V. De Marco,24,182,73,Lech PoznaÅ,2000,64,23,40,44,59,,,,,
13825,Xemi,22,184,85,Oxford United,2000,62,47,61,60,59,,,,,
13826,S. Lobjanidze,22,176,62,Randers FC,3000,78,62,53,64,23,,,,,
13827,J. Tuominen,21,186,74,Finland,0,68,60,43,58,39,,,,,
13828,A. Falch,25,185,81,IFK NorrkÃ¶ping,1000,,,,,,60,58,59,37,59
13829,J. Joronen,24,197,89,AC Horsens,2000,,,,,,63,61,55,39,60
13830,Elton Monteiro,23,192,82,FC Lausanne-Sport,2000,76,30,43,49,58,,,,,
13831,O. Turton,24,180,75,Blackpool,2000,72,43,59,57,54,,,,,
13832,A. Tozzo,24,192,75,Sampdoria,4000,,,,,,64,59,68,34,60
13833,B. Wilson,24,186,74,Oldham Athletic,3000,,,,,,61,60,57,40,58
13834,M. Pelosi,23,182,77,San Jose Earthquakes,2000,62,56,60,63,50,,,,,
13835,P. Erhardt,23,185,69,SV Mattersburg,4000,50,37,51,58,61,,,,,
13836,H. Middleton,22,180,70,Port Vale,3000,56,41,58,60,49,,,,,
13837,J. Cranston,23,180,79,Cheltenham Town,2000,76,38,52,58,56,,,,,
13838,A. JagieÅÅo,22,165,60,Piast Gliwice,2000,75,56,57,66,35,,,,,
13839,J. Forster,23,189,76,Cheltenham Town,2000,68,30,48,48,61,,,,,
13840,B. Barry,22,183,76,Chesterfield,3000,83,35,45,61,56,,,,,
13841,A. Bruhn,23,178,70,Randers FC,3000,65,52,57,66,37,,,,,
13842,R. Espejord,21,189,86,TromsÃ¸ IL,1000,60,59,44,57,21,,,,,
13843,T. Casali,21,191,82,SV Mattersburg,2000,,,,,,63,57,59,29,58
13844,T. James,21,180,75,Yeovil Town,2000,57,32,37,44,63,,,,,
13845,C. MacGillivray,24,188,78,Shrewsbury,1000,,,,,,61,60,57,60,59
13846,S. Jhingan,23,188,74,India,0,74,29,30,39,59,,,,,
13847,Grego Sierra,24,186,81,CD Numancia,2000,58,49,52,54,60,,,,,
13848,N. Pelaitay,24,168,74,San MartÃ­n de San Juan,2000,65,40,50,52,59,,,,,
13849,E. Edwards Jr.,25,191,93,Orlando City SC,1000,,,,,,58,64,60,42,65
13850,J. McGing,23,184,74,Central Coast Mariners,1000,66,37,48,49,62,,,,,
13851,K. Holt,24,185,70,Dundee FC,1000,63,33,45,57,58,,,,,
13852,Ãlex GarcÃ­a,23,192,86,SD Huesca,2000,64,29,38,40,65,,,,,
13853,J. Calistri,23,178,73,Chicago Fire,2000,69,61,48,56,22,,,,,
13854,Luong Xuan Truong,22,178,71,Gangwon FC,1000,67,50,58,58,46,,,,,
13855,K. Tezuka,21,176,66,Kashiwa Reysol,2000,73,49,60,61,55,,,,,
13856,A. LaÃ¯douni,20,182,73,Angers SCO,3000,67,32,49,61,61,,,,,
13857,J. Geissmann,24,184,72,FC Lausanne-Sport,2000,62,53,60,56,55,,,,,
13858,A. Beghetto,22,182,73,Frosinone,5000,70,40,61,61,40,,,,,
13859,A. de Freitas,23,178,79,Port Vale,3000,73,48,57,63,50,,,,,
13860,F. BarcelÃ³,24,174,78,San MartÃ­n de San Juan,2000,73,60,42,60,23,,,,,
13861,Roni,22,175,67,Albirex Niigata,1000,76,61,55,63,30,,,,,
13862,G. Terrani,22,178,70,Perugia,1000,72,58,53,64,29,,,,,
13863,J. Schmidt,23,185,88,Real Salt Lake,1000,62,31,44,46,59,,,,,
13864,R. Laidlaw,24,201,85,Hibernian,1000,,,,,,63,59,58,24,62
13865,T. Hagn,22,186,81,SpVgg Unterhaching,1000,71,35,50,54,58,,,,,
13866,L. von Piechowski,23,193,83,Chemnitzer FC,1000,54,37,38,43,60,,,,,
13867,M. RÃ¼diger,22,176,74,FC Rot-WeiÃ Erfurt,1000,72,56,59,62,29,,,,,
13868,B. Moussiti-oko,22,184,89,Le Havre AC,2000,61,63,39,47,27,,,,,
13869,B. Pindroch,25,194,90,Notts County,3000,,,,,,65,59,60,31,60
13870,C. Smith,24,181,73,Yeovil Town,2000,67,50,59,63,50,,,,,
13871,A. Andersson,26,192,88,Ãstersunds FK,1000,,,,,,60,65,56,28,60
13872,N. Low,25,168,65,Derry City,2000,65,47,61,64,53,,,,,
13873,J. Musa,25,185,80,Sporting Kansas City,2000,59,35,49,55,58,,,,,
13874,D. Potts,23,172,70,Luton Town,3000,63,28,50,60,59,,,,,
13875,Z. Clark,25,191,85,St. Johnstone FC,1000,,,,,,64,56,57,31,62
13876,J. Roberts,23,181,71,Crawley Town,2000,80,53,55,61,47,,,,,
13877,L. Gambin,24,168,70,Luton Town,4000,71,51,55,67,26,,,,,
13878,L. DÃ¼rholtz,23,178,65,Holstein Kiel,2000,70,43,58,70,41,,,,,
13879,C. Roddan,24,175,72,Sligo Rovers,1000,63,43,49,56,57,,,,,
13880,A. Winkler,25,190,84,SpVgg Unterhaching,1000,54,25,40,34,59,,,,,
13881,N. Brandenburger,22,184,77,SC Fortuna KÃ¶ln,1000,66,40,53,55,59,,,,,
13882,R. Mitchell,21,175,72,Chesterfield,3000,84,55,53,61,31,,,,,
13883,M. Palacios,24,177,69,Alianza Petrolera,1000,71,56,53,63,49,,,,,
13884,T. Figueroa,25,191,90,Belgrano de CÃ³rdoba,3000,42,60,44,55,30,,,,,
13885,Q. N'Gakoutou,23,178,71,AS Monaco,6000,68,62,46,63,19,,,,,
13886,Fu Huan,23,182,69,China PR,0,65,29,58,52,60,,,,,
13887,M. Pinato,22,178,75,Venezia FC,1000,71,46,57,61,58,,,,,
13888,B. Richards-Everton,25,190,82,Accrington Stanley,2000,63,28,33,35,60,,,,,
13889,T. Valls,21,180,75,NÃ®mes Olympique,1000,64,56,60,62,60,,,,,
13890,J. Correia,23,175,65,En Avant de Guingamp,4000,60,35,54,60,61,,,,,
13891,I. Protti,22,175,71,Chacarita Juniors,3000,79,59,48,65,21,,,,,
13892,A. AlÃ©guÃ©,20,175,68,FC Nantes,4000,68,57,55,67,28,,,,,
13893,J. Aguirre,25,180,70,AtlÃ©tico Bucaramanga,1000,,,,,,62,58,66,36,58
13894,O. Hawkins,25,192,80,Portsmouth,3000,66,57,39,48,23,,,,,
13895,S. Kobayashi,23,176,65,Vissel Kobe,1000,76,46,56,59,39,,,,,
13896,D. Zeaiter,22,189,85,MSV Duisburg,1000,,,,,,62,59,59,40,57
13897,D. Nothnagel,22,184,78,SV Wehen Wiesbaden,1000,69,43,54,59,57,,,,,
13898,D. Petrovic,24,185,80,SKN St. PÃ¶lten,3000,54,29,42,41,59,,,,,
13899,M. Jansen,24,179,74,SV Sandhausen,1000,65,43,58,61,58,,,,,
13900,D. Srbeny,23,190,83,SC Paderborn 07,1000,59,58,45,56,28,,,,,
13901,M. Fritz,23,192,84,SC Fortuna KÃ¶ln,1000,57,40,47,48,61,,,,,
13902,D. Lloyd,25,171,63,Peterborough United,2000,71,63,60,57,34,,,,,
13903,S. Jakubiak,24,180,70,Heracles Almelo,2000,66,56,59,61,55,,,,,
13904,L. Stulac,22,175,70,Venezia FC,1000,71,52,58,58,60,,,,,
13905,G. Malcore,23,183,79,Carpi,1000,52,62,48,57,21,,,,,
13906,M. Smith,25,194,86,Bury,2000,66,54,52,56,29,,,,,
13907,M. Cullen,25,175,75,Blackpool,2000,67,59,51,59,37,,,,,
13908,A. McCarey,25,188,93,Ross County FC,1000,,,,,,64,58,64,35,59
13909,M. Storey,23,180,70,Partick Thistle FC,2000,78,58,45,63,31,,,,,
13910,T. Nichols,23,178,75,Bristol Rovers,2000,75,62,45,63,16,,,,,
13911,N. Erlbeck,24,184,79,FC Carl Zeiss Jena,1000,65,51,58,62,53,,,,,
13912,Cho Min Woo,25,185,75,Pohang Steelers,2000,69,27,30,38,61,,,,,
13913,N. Vemmelund,24,186,86,Dundalk,1000,52,37,54,38,60,,,,,
13914,J. Elsey,23,190,80,Adelaide United,1000,57,24,39,37,60,,,,,
13915,A. Ingegneri,25,184,78,Palermo,1000,55,25,31,37,64,,,,,
13916,Tamayo,22,175,70,Getafe CF,4000,65,62,50,61,22,,,,,
13917,M. Al Saiari,24,183,79,Ettifaq FC,3000,68,53,52,58,37,,,,,
13918,Kim Jong Min,24,188,76,Suwon Samsung Bluewings,2000,66,58,39,58,20,,,,,
13919,RÃ´mulo,25,186,78,Hammarby IF,1000,62,60,46,63,20,,,,,
13920,Y. Mamilonne,25,190,85,US Quevilly Rouen MÃ©tropole,4000,69,58,44,54,27,,,,,
13921,V. GolemiÄ,26,192,83,FC Lugano,2000,52,28,29,35,61,,,,,
13922,Woo Sang Ho,24,174,74,Daegu FC,1000,60,43,54,62,58,,,,,
13923,D. Johnson,21,175,64,Chicago Fire,1000,71,52,54,66,33,,,,,
13924,T. Arano,24,180,69,Hokkaido Consadole Sapporo,1000,67,61,61,57,47,,,,,
13925,C. Maloney,22,168,66,Columbus Crew SC,1000,70,43,50,61,58,,,,,
13926,F. Al Hajeri,25,183,80,Ettifaq FC,3000,62,24,36,36,60,,,,,
13927,J. Kiassumbua,25,190,82,FC Lugano,1000,,,,,,67,50,49,39,57
13928,L. Tankulic,26,186,75,VfL Sportfreunde Lotte,1000,70,59,46,59,17,,,,,
13929,G. Ãlvarez,25,184,75,Bolivia,0,64,66,40,55,20,,,,,
13930,H. Johansen,24,183,84,VÃ¥lerenga Fotball,1000,60,57,40,54,36,,,,,
13931,E. Zenga,24,181,76,Hallescher FC,1000,57,45,57,63,61,,,,,
13932,F. Al Reshedi,26,174,71,Al Raed,4000,65,49,63,62,59,,,,,
13933,M. Al Otaibi,25,160,66,Al Batin,3000,76,58,56,63,33,,,,,
13934,S. Grether,25,178,77,FC Luzern,2000,65,50,58,56,58,,,,,
13935,F. Al Johani,25,176,67,Al Qadisiyah,3000,77,63,51,61,20,,,,,
13936,D. TraorÃ©,25,173,71,Forest Green Rovers,3000,78,42,56,59,59,,,,,
13937,Y. Bonnin,26,187,83,Gimnasia y Esgrima La Plata,2000,,,,,,61,61,56,43,56
13938,K. Garcia,26,183,87,Houston Dynamo,2000,40,21,41,33,59,,,,,
13939,M. Khubrani,23,180,68,Al Qadisiyah,3000,52,24,32,42,60,,,,,
13940,M. Abu Shararah,26,175,72,Al Qadisiyah,4000,74,61,48,57,18,,,,,
13941,S. Benamar,24,181,72,FC Rot-WeiÃ Erfurt,1000,82,45,54,65,49,,,,,
13942,D. Tshiembe,25,188,85,AC Horsens,2000,68,39,57,60,59,,,,,
13943,F. Ali,25,183,70,AFC Eskilstuna,1000,65,54,59,62,45,,,,,
13944,M. Dombrowka,25,180,77,SpVgg Unterhaching,1000,75,27,42,57,56,,,,,
13945,Y. Kazaev,25,185,71,FC Tosno,4000,63,61,58,60,54,,,,,
13946,F. Cernuto,25,180,72,Venezia FC,1000,61,35,41,47,60,,,,,
13947,K. Letheren,29,188,83,Plymouth Argyle,2000,,,,,,61,58,59,54,58
13948,M. Briggs,26,183,76,Chesterfield,3000,81,45,59,65,54,,,,,
13949,L. Waterfall,26,188,84,Lincoln City,3000,52,37,34,41,60,,,,,
13950,S. Ando,26,185,79,Kawasaki Frontale,1000,,,,,,58,53,52,42,67
13951,T. BjÃ¶rkstrÃ¶m,26,180,76,Ãstersunds FK,1000,67,37,53,52,58,,,,,
13952,J. Grimes,26,188,76,Cheltenham Town,3000,61,28,42,36,60,,,,,
13953,B. Meredith,27,188,94,Seattle Sounders FC,1000,,,,,,65,60,66,48,54
13954,Antonio LÃ³pez,27,186,79,Lorca FC,2000,50,30,37,36,60,,,,,
13955,F. Vecchione,26,180,74,SG Sonnenhof GroÃaspach,1000,78,27,45,59,53,,,,,
13956,Lee Yang Jong,27,191,86,Daegu FC,1000,,,,,,59,57,66,46,63
13957,H. Al Shuwaysh,28,184,77,Al Raed,4000,44,24,44,50,58,,,,,
13958,B. Powell,26,176,73,Central Coast Mariners,1000,71,58,46,59,22,,,,,
13959,J. Stertzer,26,183,77,New York City FC,2000,46,61,59,60,49,,,,,
13960,P. Retre,24,178,75,Sydney FC,2000,68,47,54,62,60,,,,,
13961,J. Hessenthaler,23,176,64,Gillingham,2000,73,51,61,61,52,,,,,
13962,M. Hamzi,25,168,61,Al Faisaly,5000,81,54,50,64,19,,,,,
13963,Kim Sang Won,25,176,71,GwangJu FC,1000,77,51,57,58,59,,,,,
13964,C. BÃ¡ez,27,180,77,Godoy Cruz,3000,69,34,46,55,60,,,,,
13965,S. MartÃ­nez,25,171,71,Belgrano de CÃ³rdoba,3000,68,45,59,62,58,,,,,
13966,M. Vallecilla,26,175,72,AtlÃ©tico Huila,1000,71,41,52,55,56,,,,,
13967,C. Stokes,26,185,83,Coventry City,3000,48,36,51,53,64,,,,,
13968,R. Caballuci,24,173,65,Club Olimpo,2000,73,58,55,62,29,,,,,
13969,S. ChacÃ³n,25,178,73,San MartÃ­n de San Juan,2000,59,56,61,60,32,,,,,
13970,I. Marconi,27,182,78,US Cremonese,1000,55,28,43,37,62,,,,,
13971,E. RodrÃ­guez,26,187,83,Club AtlÃ©tico Tigre,3000,66,48,65,56,44,,,,,
13972,M. Hansson,27,186,83,DjurgÃ¥rdens IF,1000,53,52,54,58,61,,,,,
13973,D. Mihajlovic,25,177,74,FC Lugano,2000,72,50,52,60,53,,,,,
13974,M. Gardawski,26,177,75,Korona Kielce,2000,74,63,49,64,36,,,,,
13975,U. GÃ¼ndoÄan,27,167,63,Galatasaray SK,9000,69,47,62,69,39,,,,,
13976,D. Kearns,25,178,73,Sligo Rovers,1000,77,53,57,61,21,,,,,
13977,A. Gerbo,27,177,73,Foggia,1000,75,51,59,66,48,,,,,
13978,K. Byrne,27,181,75,St. Patrick's Athletic,1000,69,60,57,60,43,,,,,
13979,M. Bourabia,25,183,73,Atiker Konyaspor,3000,65,53,58,60,24,,,,,
13980,T. Hovda,27,187,76,Sarpsborg 08 FF,1000,41,55,58,58,55,,,,,
13981,T. Miller,27,176,72,Carlisle United,3000,57,49,57,55,59,,,,,
13982,S. Houston,27,191,83,Finn Harps,1000,57,56,56,56,51,,,,,
13983,RamÃ³n,26,182,83,SÃ¸nderjyskE,3000,78,37,49,57,57,,,,,
13984,P. Ulvestad,26,194,85,Kristiansund BK,1000,64,56,57,56,60,,,,,
