,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
14976,L. Zigi,21,188,83,FC Sochaux-MontbÃ©liard,1000,,,,,,61,52,50,38,58
14977,C. Jordan,19,185,80,Bournemouth,3000,50,28,36,43,58,,,,,
14978,M. Å verko,20,187,81,Karlsruher SC,3000,67,29,51,57,57,,,,,
14979,L. Diallo,21,180,70,Avellino,1000,61,26,41,35,55,,,,,
14980,J. Kabongo,20,194,85,BrÃ¸ndby IF,3000,58,27,36,43,55,,,,,
14981,C. O'Hare,20,173,65,Aston Villa,2000,76,56,45,61,22,,,,,
14982,Y. Armougom,20,173,71,Stade Malherbe Caen,2000,71,32,39,54,59,,,,,
14983,J. OrtÃ­z,19,180,70,Deportivo Pasto,1000,62,24,35,38,63,,,,,
14984,A. Buongiorno,20,191,80,Carpi,4000,54,33,38,43,59,,,,,
14985,Z. Brault-Guillard,19,171,66,Olympique Lyonnais,3000,74,31,49,61,55,,,,,
14986,J. Stanic,19,188,80,FC Augsburg,1000,53,23,36,42,60,,,,,
14987,A. LÃ³pez,21,172,66,Club AmÃ©rica,6000,59,56,59,65,39,,,,,
14988,N. CÃ³rdova,20,172,70,UniÃ³n EspaÃ±ola,1000,74,33,43,51,55,,,,,
14989,A. Ãelebi,19,195,78,Be?ikta? J.K.,2000,60,31,34,33,60,,,,,
14990,A. Lajami,22,178,75,Al Fateh,3000,78,39,52,53,57,,,,,
14991,Jeong Seung Won,21,170,68,Daegu FC,1000,66,54,52,60,35,,,,,
14992,R. Sykes,19,196,73,Accrington Stanley,1000,61,29,37,43,58,,,,,
14993,J. KarlstrÃ¸m,21,200,90,TromsÃ¸ IL,1000,,,,,,60,58,57,27,57
14994,E. Mena,20,175,70,Patriotas BoyacÃ¡ FC,1000,67,47,54,62,28,,,,,
14995,A. Ikedi,19,198,80,FK Haugesund,1000,66,46,51,53,55,,,,,
14996,A. Verdugo,20,169,68,Godoy Cruz,2000,62,50,59,61,59,,,,,
14997,K. Taylor,18,178,70,Bournemouth,4000,66,51,59,62,37,,,,,
14998,K. Hansen,17,180,75,Southampton,3000,58,53,56,65,34,,,,,
14999,S. van Dijck,17,193,80,VVV-Venlo,1000,62,34,33,37,59,,,,,
15000,A. Angulo,22,193,75,ItagÃ¼Ã­ Leones FC,1000,64,26,29,42,61,,,,,
15001,A. Gamboa,19,191,85,Waasland-Beveren,1000,59,27,45,47,55,,,,,
15002,L. Fadinger,17,172,65,SK Sturm Graz,2000,67,52,53,66,36,,,,,
15003,T. Weiner,19,191,83,Holstein Kiel,1000,,,,,,60,57,60,51,56
15004,R. RÃ¶sch,19,180,75,FC Augsburg,2000,66,58,52,61,35,,,,,
15005,N. Alioui,19,177,74,KSV Cercle Brugge,1000,71,57,51,66,26,,,,,
15006,E. Ferigra,19,188,78,Torino,2000,62,33,34,38,61,,,,,
15007,D. Olsson,21,197,94,IF Elfsborg,1000,,,,,,57,60,59,47,57
15008,D. Rosin,22,182,73,VfL Sportfreunde Lotte,1000,66,44,53,65,49,,,,,
15009,Guille Lara,22,184,79,UD AlmerÃ­a,1000,,,,,,61,54,55,43,57
15010,W. Wood,21,174,67,Accrington Stanley,1000,67,36,48,56,58,,,,,
15011,A. Davies,20,186,80,Fulham,5000,45,26,39,43,61,,,,,
15012,V. Wojtkowiak,21,184,72,Racing Club de Lens,1000,60,36,52,45,56,,,,,
15013,S. Lauper,21,185,70,BSC Young Boys,2000,67,52,55,61,56,,,,,
15014,T. Yanagi,20,185,79,FC Tokyo,1000,77,33,46,44,55,,,,,
15015,A. Lucoqui,20,180,72,DSC Arminia Bielefeld,2000,73,32,49,61,51,,,,,
15016,D. O'Shea,19,178,65,Exeter City,2000,52,33,36,40,65,,,,,
15017,M. McKee,19,178,73,Stevenage,1000,60,47,52,60,36,,,,,
15018,P. Pusic,19,169,63,Grasshopper Club ZÃ¼rich,1000,73,44,56,65,51,,,,,
15019,L. Weinkauf,21,189,82,Hannover 96,2000,,,,,,63,60,61,19,55
15020,S. Tigges,19,195,84,VfL OsnabrÃ¼ck,1000,66,58,55,52,39,,,,,
15021,R. D'Haese,19,179,65,KV Oostende,1000,69,45,53,64,26,,,,,
15022,J. Bruhns,19,188,75,S.C. Fortuna K�ln,1000,,,,,,61,58,54,42,54
15023,R. Meraz,18,179,78,Monarcas Morelia,1000,36,45,55,59,57,,,,,
15024,Dai Wai-Tsun,18,175,75,Oxford United,1000,70,47,58,62,49,,,,,
15025,M. Bevan,21,184,77,New Zealand,0,68,58,42,56,28,,,,,
15026,M. Virtue-Thick,21,175,66,Liverpool,8000,69,48,55,59,55,,,,,
15027,F. Dahmen,20,186,78,1. FSV Mainz 05,2000,,,,,,61,58,51,42,59
15028,M. Nilor,20,180,80,FC Girondins de Bordeaux,4000,46,61,42,53,27,,,,,
15029,K. KaÃ¯boue,19,182,65,Montpellier HSC,1000,59,42,53,56,60,,,,,
15030,A. HernÃ¡ndez,20,183,81,U.N.A.M.,3000,60,58,49,57,30,,,,,
15031,A. Al Yami,21,174,65,Al Fayha,4000,85,57,45,57,20,,,,,
15032,R. Polley,19,183,71,ADO Den Haag,1000,65,37,43,59,61,,,,,
15033,A. Thapa,20,170,64,India,0,65,39,58,61,50,,,,,
15034,S. Sy,19,174,69,Amiens SC,1000,64,33,51,58,57,,,,,
15035,M. Bachini,23,188,83,Spezia,1000,33,21,29,42,60,,,,,
15036,D. Markey,21,170,65,St. Patrick's Athletic,1000,74,53,56,68,41,,,,,
15037,G. Edmundson,20,190,79,Oldham Athletic,2000,55,26,36,41,58,,,,,
15038,M. Zeidan,20,170,70,IF Brommapojkarna,1000,65,57,60,64,42,,,,,
15039,M. Kristensen,21,173,60,Esbjerg fB,1000,78,53,54,62,39,,,,,
15040,C. Lattanzio,20,171,64,Estudiantes de La Plata,2000,60,64,56,64,33,,,,,
15041,O. Al Khalaf,21,176,60,Ettifaq FC,3000,65,39,56,63,55,,,,,
15042,E. Robson,21,178,73,Sunderland,2000,63,55,60,61,54,,,,,
15043,T. ElÅ¡nik,20,178,68,Mansfield Town,4000,66,55,56,60,53,,,,,
15044,R. Aoki,22,173,65,Nagoya Grampus,1000,81,47,55,58,29,,,,,
15045,L. BÃ¤tge,20,188,88,FC WÃ¼rzburger Kickers,1000,,,,,,61,58,56,30,58
15046,Pedro Goulart,20,181,76,Puebla FC,1000,48,61,43,54,25,,,,,
15047,A. Mumin,20,185,75,FC NordsjÃ¦lland,2000,63,28,37,45,56,,,,,
15048,P. Gartler,21,185,75,SK Rapid Wien,1000,,,,,,55,61,60,30,61
15049,C. Wood,21,177,78,Bradford City,1000,70,35,45,59,57,,,,,
15050,O. Patrick,22,185,73,Yeovil Town,2000,79,55,48,58,26,,,,,
15051,Moon Jeong In,20,193,80,Ulsan Hyundai FC,1000,,,,,,56,57,61,25,58
15052,B. Ãlvarez,20,171,68,UniÃ³n de Santa Fe,2000,73,47,56,59,46,,,,,
15053,Paulo Alves,20,176,72,Wolverhampton Wanderers,6000,58,53,59,62,44,,,,,
15054,F. Pardo,21,183,80,Belgrano de CÃ³rdoba,2000,60,32,33,36,60,,,,,
15055,A. Ceylan,20,169,65,S.C. Fortuna K�ln,1000,74,43,50,66,29,,,,,
15056,Madger Gomes,21,180,74,FC Sochaux-MontbÃ©liard,1000,77,46,56,63,36,,,,,
15057,L. Woolfenden,19,183,70,Swindon Town,1000,64,27,47,38,58,,,,,
15058,E. Amenyido,20,180,75,VfL OsnabrÃ¼ck,1000,78,52,45,60,36,,,,,
15059,M. Ãzvardar,20,184,78,Sivasspor,2000,46,60,50,57,25,,,,,
15060,RaÃºl SÃ¡nchez,20,188,74,CD Legan�s,3000,65,56,57,61,33,,,,,
15061,David Vicente,19,172,67,Real Zaragoza,1000,67,37,43,59,56,,,,,
15062,J. DÃ­az Price,19,176,65,Club LeÃ³n,2000,67,56,53,61,42,,,,,
15063,A. Guiffrey,20,176,69,Patronato,2000,58,53,57,62,30,,,,,
15064,F. Irie,20,165,55,KSV Cercle Brugge,2000,74,53,54,64,27,,,,,
15065,A. Lomovitskiy,20,182,73,Spartak Moscow,1000,65,50,56,66,34,,,,,
15066,F. Carstens,19,191,87,FC St. Pauli,1000,61,26,38,38,57,,,,,
15067,J. Abbel,19,180,75,Willem II,1000,64,28,43,55,59,,,,,
15068,A. McGowan,21,180,80,Hamilton Academical FC,1000,69,29,45,58,56,,,,,
15069,C. Kpekawa,22,191,80,St. Mirren,1000,68,49,48,54,58,,,,,
15070,J. Lyden,22,178,70,Oldham Athletic,3000,59,49,54,63,56,,,,,
15071,M. Stryjek,21,188,82,Sunderland,1000,,,,,,61,53,53,43,54
15072,W. Parra,23,165,55,Independiente MedellÃ­n,1000,68,45,52,59,56,,,,,
15073,M. Bola,20,185,78,Blackpool,1000,72,32,50,58,56,,,,,
15074,O. Zanzala,21,185,72,Accrington Stanley,1000,68,56,43,54,29,,,,,
15075,D. Mordini,21,178,71,Cesena,1000,61,46,54,62,55,,,,,
15076,D. Jajic,19,175,70,Hammarby IF,1000,64,50,58,61,50,,,,,
15077,M. Hingerl,22,182,72,SG Sonnenhof GroÃaspach,1000,64,52,57,63,49,,,,,
15078,N. Bizet,21,190,81,AJ Auxerre,1000,63,57,39,49,26,,,,,
15079,A. Al Dawsari,20,178,69,Al Nassr,3000,62,33,53,57,53,,,,,
15080,I. Khemis,22,175,72,Doncaster Rovers,1000,71,49,61,67,46,,,,,
15081,J. Storey,20,188,75,Preston North End,2000,65,26,34,36,59,,,,,
15082,M. Rayman,21,174,65,Al Ittihad,3000,84,27,50,52,56,,,,,
15083,J. Brown,20,178,79,Livingston FC,2000,70,30,47,57,55,,,,,
15084,J. Bolado,20,182,81,Godoy Cruz,1000,,,,,,68,55,55,26,55
15085,B. Chorbadzhiyski,22,195,79,Bulgaria,0,61,26,26,45,59,,,,,
15086,J. Muscatt,20,177,65,Bolton Wanderers,1000,60,32,42,60,59,,,,,
15087,D. Klomp,19,187,82,NAC Breda,1000,59,31,34,42,59,,,,,
15088,J. Bustillos,21,187,81,Boca Juniors,2000,,,,,,56,58,52,26,60
15089,N. Tenaglia,22,182,71,Club AtlÃ©tico Talleres,2000,60,31,50,59,56,,,,,
15090,A. Al Amri,21,185,70,Al Wehda,3000,61,26,42,37,59,,,,,
15091,N. Bazan,19,184,74,VÃ©lez Sarsfield,1000,65,62,49,62,25,,,,,
15092,M. Cavalleri,20,168,63,CuricÃ³ Unido,1000,68,64,39,51,32,,,,,
15093,J. Schuurman,20,183,70,Vitesse,1000,67,52,57,62,54,,,,,
15094,E. Opoku,20,170,64,Columbus Crew SC,1000,86,59,44,64,25,,,,,
15095,C. Manley,22,180,77,Minnesota United FC,1000,71,45,53,56,56,,,,,
15096,K. Ãdemarksbakken,22,181,72,LillestrÃ¸m SK,1000,71,52,54,59,42,,,,,
15097,A. Aleo,20,175,70,Godoy Cruz,2000,58,60,47,53,24,,,,,
15098,S. Kodama,19,166,61,Nagoya Grampus,1000,71,47,54,63,24,,,,,
15099,B. Breukers,19,178,72,Fortuna Sittard,1000,64,59,61,60,52,,,,,
15100,E. Henschel,21,185,78,Hallescher FC,1000,73,42,54,55,56,,,,,
15101,B. Kolgeci,20,188,77,Eintracht Braunschweig,1000,56,24,36,42,57,,,,,
15102,E. Veiga,21,183,72,Eintracht Braunschweig,1000,62,33,54,58,56,,,,,
15103,D. HorkaÅ¡,19,189,77,Dinamo Zagreb,1000,,,,,,58,55,53,24,57
15104,P. Chato,21,186,82,VfL Sportfreunde Lotte,1000,71,37,44,55,57,,,,,
15105,E. Alvarado,20,180,71,Club Tijuana,2000,57,41,59,59,54,,,,,
15106,S. Fraser,23,183,69,Burton Albion,2000,68,46,55,63,37,,,,,
15107,M. Kuchta,22,188,73,ZagÅÄbie Lubin,1000,,,,,,58,55,59,48,62
15108,D. O'Halloran,22,173,70,Waterford FC,1000,68,54,55,62,33,,,,,
15109,J. Sanchez,23,170,60,ItagÃ¼Ã­ Leones FC,1000,79,41,56,64,43,,,,,
15110,I. Colman,23,174,66,Club AtlÃ©tico Aldosivi,2000,68,51,57,63,33,,,,,
15111,R. Grego-Cox,21,170,65,Crawley Town,1000,76,58,48,58,22,,,,,
15112,B. Sabovic,20,186,77,DjurgÃ¥rdens IF,1000,66,51,60,58,44,,,,,
15113,Y. Mabella,22,182,78,AS Nancy Lorraine,1000,69,59,42,56,20,,,,,
15114,K. McFarlane,21,180,74,Birmingham City,3000,76,57,40,54,26,,,,,
15115,Z. de la Paz,23,188,78,Oldham Athletic,2000,,,,,,62,50,60,49,58
15116,S. Kaya,22,178,72,GÃ¶ztepe SK,3000,68,62,43,57,24,,,,,
15117,Oleaga,21,198,87,Athletic Club de Bilbao,2000,,,,,,63,57,60,26,58
15118,S. Al Najai,21,176,59,Al Nassr,3000,66,57,58,61,54,,,,,
15119,T. Abdullah,22,170,64,Al Ittihad,4000,67,28,48,54,59,,,,,
15120,V. Tankovskyi,22,168,60,Shakhtar Donetsk,1000,66,46,56,65,42,,,,,
15121,E. Korkmaz,21,181,75,VVV-Venlo,1000,64,30,48,47,56,,,,,
15122,Joo Hyun Ho,22,184,77,Suwon Samsung Bluewings,1000,84,53,43,61,24,,,,,
15123,J. CÃ³rdova,23,165,68,CD Huachipato,1000,72,39,52,61,56,,,,,
15124,A. Didic,23,193,88,Sporting Kansas City,1000,51,25,35,36,58,,,,,
15125,O. Ãkke,22,169,60,Yeni Malatyaspor,2000,66,51,62,66,40,,,,,
15126,F. Bin Jamayah,23,175,61,Al Nassr,5000,74,54,57,61,30,,,,,
15127,O. Drost,22,187,73,AC Horsens,2000,77,56,50,59,30,,,,,
15128,A. Lotti,22,179,70,UniÃ³n de Santa Fe,3000,73,61,45,60,22,,,,,
15129,M. Segbers,22,175,72,New England Revolution,1000,78,47,50,55,54,,,,,
15130,K. Reaves,22,188,73,FC Dallas,1000,60,23,43,39,60,,,,,
15131,Han Seung Wook,22,176,70,Jeonnam Dragons,1000,66,54,56,57,44,,,,,
15132,S. Callegari,21,188,83,Newell's Old Boys,2000,54,33,43,42,58,,,,,
15133,M. Fonseca,22,173,69,Patronato,2000,69,60,47,60,21,,,,,
15134,P. Gehrmann,23,183,81,FC Energie Cottbus,1000,63,42,54,55,54,,,,,
15135,A. BeyazÄ±t,21,183,74,FC Energie Cottbus,1000,80,59,52,62,23,,,,,
15136,A. Ãnal,22,180,71,MKE AnkaragÃ¼cÃ¼,3000,55,61,43,61,22,,,,,
15137,F. Pasqualoni,21,187,80,Cosenza,1000,61,29,33,35,61,,,,,
15138,F. Manzo,19,174,66,UniÃ³n La Calera,1000,68,48,56,63,36,,,,,
15139,P. Bucha,20,173,70,Viktoria PlzeÅ,1000,68,45,59,58,44,,,,,
15140,Samu PÃ©rez,21,180,75,Real Valladolid CF,1000,,,,,,61,58,53,25,54
15141,J. Galetto,21,178,70,Patronato,2000,74,38,43,58,58,,,,,
15142,J. Flatt,23,191,88,Scunthorpe United,1000,,,,,,62,56,58,27,59
15143,S. Matthews,21,176,71,Bristol Rovers,1000,61,52,60,62,43,,,,,
15144,L. Wedl,22,186,74,FC Wacker Innsbruck,1000,,,,,,58,54,54,45,58
15145,N. LÃ¼chinger,23,174,69,FC St. Gallen,2000,73,27,42,67,54,,,,,
15146,J. Bridge,22,178,73,Northampton Town,2000,72,50,57,62,38,,,,,
15147,N. Konstandopoulos,22,178,76,Adelaide United,1000,55,40,54,63,50,,,,,
15148,M. Baghdadi,21,179,74,Bristol Rovers,1000,68,41,53,61,41,,,,,
15149,J. Ramhorn,22,178,74,Kalmar FF,1000,61,26,34,38,60,,,,,
15150,T. De Bie,21,183,77,KV Oostende,1000,,,,,,63,53,53,42,54
15151,A. Collins,21,185,74,Colchester United,7000,82,56,41,60,27,,,,,
15152,M. Å arkiÄ,20,192,73,Aston Villa,1000,,,,,,59,57,58,36,59
15153,T. Hiraoka,22,165,62,FC Tokyo,2000,88,52,53,63,41,,,,,
15154,S. Fujitani,20,178,62,Vissel Kobe,1000,81,28,43,52,56,,,,,
15155,K. Yajima,23,186,78,FC Tokyo,2000,71,49,49,60,35,,,,,
15156,F. BjÃ¸rkan,19,175,75,FK BodÃ¸/Glimt,1000,71,47,51,53,56,,,,,
15157,J. Bekkema,22,186,90,SC Heerenveen,1000,,,,,,63,57,50,24,58
15158,A. Al Shammary,22,178,66,Al Shabab,4000,70,46,54,61,41,,,,,
15159,G. Quezada,21,174,68,CD Lugo,1000,57,44,58,57,48,,,,,
15160,B. Wright,23,183,88,New England Revolution,1000,46,58,35,57,25,,,,,
15161,Liu Junshuai,23,185,80,Shandong Luneng TaiShan FC,2000,58,25,27,32,62,,,,,
15162,R. Al Hafizi,22,175,80,Ohod Club,3000,80,53,49,61,36,,,,,
15163,I. Boye,21,188,82,Ãrebro SK,1000,68,58,34,56,23,,,,,
15164,I. Aaneba,19,179,78,RC Strasbourg Alsace,1000,68,29,35,38,58,,,,,
15165,L. Vera,21,164,60,Club Atlético Lanús,2000,63,47,60,58,46,,,,,
15166,D. MartinoviÄ,21,179,77,SV Wehen Wiesbaden,1000,77,53,39,65,20,,,,,
15167,K. Irep,22,183,80,Le Havre AC,1000,66,32,44,56,58,,,,,
15168,A. Nouri,23,178,66,AS BÃ©ziers,1000,68,42,56,56,56,,,,,
15169,J. Hildebrandt,21,184,76,FC Hansa Rostock,1000,67,41,48,55,56,,,,,
15170,A. Mendy,23,180,75,Racing Club de Lens,1000,69,33,50,45,58,,,,,
15171,L. Pfeiffer,21,196,84,VfL OsnabrÃ¼ck,2000,61,54,43,53,30,,,,,
15172,M. Spasic,20,180,76,FC Admira Wacker MÃ¶dling,1000,64,35,47,58,59,,,,,
15173,F. Castro,23,178,67,Club Necaxa,2000,64,66,47,66,28,,,,,
15174,I. Mensah,23,181,75,IK Start,1000,82,59,48,62,29,,,,,
15175,C. KÃ¼hlwetter,22,180,75,1. FC Kaiserslautern,1000,62,59,48,56,29,,,,,
15176,Alberto GonzÃ¡lez,21,180,75,CÃ³rdoba CF,1000,,,,,,64,57,55,27,56
15177,D. Chambost,20,176,68,AS Saint-�tienne,3000,66,51,61,59,40,,,,,
15178,M. Blakstad,24,194,83,Ranheim Fotball,1000,59,51,56,55,53,,,,,
15179,P. Arredondo,23,183,78,Deportes Iquique,1000,63,28,30,30,60,,,,,
15180,A. GogiÄ,24,185,83,Hamilton Academical FC,1000,40,46,50,56,53,,,,,
15181,E. Monthe,23,193,82,Tranmere Rovers,2000,65,29,32,33,58,,,,,
15182,M. Smith,22,178,70,Swindon Town,2000,65,56,60,62,49,,,,,
15183,N. Sandberg,23,180,65,IK Start,1000,70,53,60,62,50,,,,,
15184,E. Salles,24,187,78,Grenoble Foot 38,1000,,,,,,61,56,56,26,55
15185,Ba Dun,22,181,72,Beijing Sinobo Guoan FC,2000,76,46,55,59,47,,,,,
15186,E. SonupÃ©,22,180,70,Stevenage,2000,73,48,52,60,42,,,,,
15187,M. Ãlvarez,24,179,74,Patriotas BoyacÃ¡ FC,1000,70,59,48,56,36,,,,,
15188,D. FernÃ¡ndez,20,175,70,Deportes Iquique,1000,70,48,56,59,54,,,,,
15189,S. Mandash,23,167,63,Al Faisaly,3000,76,55,50,64,24,,,,,
15190,J. Serafin,22,181,69,Cracovia,1000,65,49,55,58,52,,,,,
15191,E. Dabo,22,181,71,Valenciennes FC,1000,65,38,55,57,56,,,,,
15192,S. Joss,23,179,68,FC Thun,2000,78,28,40,53,53,,,,,
15193,J. Maguire,22,179,70,Crawley Town,1000,69,37,46,57,59,,,,,
15194,D. Conner,24,180,75,Chicago Fire,1000,57,36,53,51,60,,,,,
15195,F. Ghazi,24,177,70,Al Shabab,4000,77,26,46,52,57,,,,,
15196,Gui Hong,23,185,83,Hebei China Fortune FC,2000,51,57,53,55,42,,,,,
15197,O. Al Sunain,23,169,71,Ettifaq FC,3000,92,27,43,56,54,,,,,
15198,A. Siemaszko,21,181,74,ZagÅÄbie Lubin,1000,70,58,41,58,22,,,,,
15199,I. Al Shuayl,23,167,73,Al Qadisiyah,2000,70,43,56,58,55,,,,,
15200,C. Storm,23,178,75,Sporting Kansas City,1000,71,30,52,61,54,,,,,
15201,A. Najem,23,173,68,Philadelphia Union,1000,62,55,57,59,31,,,,,
15202,T. Iida,23,179,70,Shimizu S-Pulse,1000,74,32,49,60,53,,,,,
15203,P. Mazzocchi,22,183,74,Perugia,1000,71,56,49,64,57,,,,,
15204,C. Veerachat,22,171,63,Cerezo Osaka,1000,63,49,62,60,40,,,,,
15205,E. Berger,24,185,75,IK Start,1000,59,29,31,31,61,,,,,
15206,M. Steeves,23,193,94,Houston Dynamo,1000,59,56,45,54,36,,,,,
15207,F. Rieder,22,174,69,FC Wacker Innsbruck,2000,66,44,55,62,47,,,,,
15208,L. Hupfauf,21,176,73,FC Wacker Innsbruck,1000,73,38,53,63,51,,,,,
15209,S. Vidal,22,168,70,Red Star FC,1000,69,52,54,63,37,,,,,
15210,J. Heil,21,176,70,TSV Hartberg,1000,69,45,54,62,41,,,,,
15211,D. Moreno,23,179,78,Junior FC,1000,87,53,45,59,20,,,,,
15212,Y. Takaoka,22,181,72,Sagan Tosu,1000,,,,,,63,60,54,24,52
15213,K. Velasco,21,172,65,Deportivo Cali,1000,75,44,53,64,29,,,,,
15214,E. Karic,21,186,81,SCR Altach,1000,71,40,48,56,57,,,,,
15215,C. Chastang,20,182,78,Clermont Foot 63,1000,64,39,51,57,58,,,,,
15216,S. Serderov,24,176,70,Cracovia,1000,76,62,44,67,33,,,,,
15217,D. Blazevic,25,190,88,Hammarby IF,1000,,,,,,59,57,55,26,60
15218,J. Bonham,24,193,95,Bristol Rovers,4000,,,,,,58,58,67,44,58
15219,R. Hall-Johnson,23,173,67,Grimsby Town,2000,76,45,51,62,55,,,,,
15220,M. Al Olayan,23,170,68,Al Taawoun,3000,66,45,55,62,54,,,,,
15221,D. Richards,24,181,78,Crewe Alexandra,2000,,,,,,61,55,56,35,57
15222,K. Madianga,24,172,65,Dundee FC,1000,63,53,60,60,61,,,,,
15223,L. Forte,23,175,64,Pescara,1000,79,54,49,62,16,,,,,
15224,S. Long,23,178,70,Cheltenham Town,2000,64,30,44,55,56,,,,,
15225,C. Mitchell,22,183,74,St. Johnstone FC,4000,,,,,,59,57,56,44,60
15226,C. Quenum,25,182,80,Valenciennes FC,1000,82,27,32,41,58,,,,,
15227,G. Blackwood,21,189,74,Adelaide United,1000,66,57,43,57,26,,,,,
15228,M. Hudson,19,193,75,Bury,1000,,,,,,58,59,53,45,60
15229,F. Hollinger-Janzen,24,183,79,New England Revolution,1000,52,58,44,58,23,,,,,
15230,N. Maeda,23,175,66,Nagoya Grampus,1000,70,59,53,53,17,,,,,
15231,K. Malinov,24,170,65,Bulgaria,0,74,46,57,50,58,,,,,
15232,K. Hoffmann,23,181,80,FSV Zwickau,2000,67,48,54,64,33,,,,,
15233,V. Stenzel,21,180,78,FC Carl Zeiss Jena,1000,85,47,51,62,25,,,,,
15234,L. Fesser,23,192,79,SC Paderborn 07,2000,59,25,31,35,57,,,,,
15235,C. Kablan,23,176,69,FC Thun,2000,66,45,55,58,60,,,,,
15236,R. Menayese,20,190,80,Bristol Rovers,1000,53,29,39,37,55,,,,,
15237,Zhang Xiuwei,22,173,64,Tianjin Quanjian FC,3000,73,49,52,61,59,,,,,
15238,E. Steen,24,180,74,FK BodÃ¸/Glimt,1000,58,36,41,39,59,,,,,
15239,S. Seferings,22,185,81,TSV 1860 MÃ¼nchen,1000,61,55,56,60,36,,,,,
15240,D. Fontani,21,191,82,Chamois Niortais Football Club,1000,33,25,41,31,56,,,,,
15241,S. Singh,22,188,76,India,0,68,26,32,37,59,,,,,
15242,S. Paintsil,22,167,66,FC Admira Wacker MÃ¶dling,2000,76,52,51,65,25,,,,,
15243,H. Hope,24,179,76,Carlisle United,2000,74,60,46,51,22,,,,,
15244,E. Whitehouse,24,180,80,Grimsby Town,2000,63,59,51,57,54,,,,,
15245,B. Mensah,23,173,59,Lincoln City,2000,78,55,52,65,26,,,,,
15246,J. Caprice,25,179,73,Tranmere Rovers,2000,80,51,51,56,53,,,,,
15247,K. Callan-McFadden,23,183,78,Sligo Rovers,1000,56,27,43,47,57,,,,,
15248,J. Maxted,24,183,71,Accrington Stanley,1000,,,,,,60,59,60,46,58
15249,J. Hooper,24,185,83,Grimsby Town,2000,84,55,42,56,34,,,,,
15250,L. Byrne,24,183,78,Shamrock Rovers,1000,66,41,52,53,57,,,,,
15251,B. Mugabi,23,189,75,Yeovil Town,1000,66,32,43,48,59,,,,,
15252,Kim Ji Min,25,180,64,Pohang Steelers,1000,62,59,37,56,22,,,,,
15253,R. Cornwall,23,183,86,Bohemian FC,1000,47,28,47,51,58,,,,,
15254,P. Mullin,23,178,71,Tranmere Rovers,2000,62,58,49,60,34,,,,,
15255,C. Martin,23,180,68,Minnesota United FC,1000,66,42,58,59,57,,,,,
15256,P. Esquivel,24,175,70,Club Necaxa,2000,58,60,44,60,33,,,,,
15257,B. Moore,26,188,85,Rochdale,1000,,,,,,58,57,53,48,59
15258,C. Maghoma,20,195,88,Arka Gdynia,1000,50,32,38,36,58,,,,,
15259,R. Tranberg,25,186,81,Dalkurd FF,1000,50,40,51,53,53,,,,,
15260,Kim Gyeong Jae,24,183,73,Sangju Sangmu FC,1000,64,27,44,55,58,,,,,
15261,L. Merolla,23,193,85,Club AtlÃ©tico HuracÃ¡n,2000,40,27,34,32,58,,,,,
15262,I. Arai,24,185,75,Nagoya Grampus,1000,66,24,28,32,60,,,,,
15263,K. Colvey,24,178,73,Colorado Rapids,1000,68,40,50,50,58,,,,,
15264,J. Gies,23,187,79,SV Meppen,1000,,,,,,57,59,55,24,54
15265,Kang Bong Gyun,24,188,75,Suwon Samsung Bluewings,1000,,,,,,54,67,50,23,57
15266,W. Cruz,24,171,66,Deportivo Pasto,1000,78,56,43,62,28,,,,,
15267,A. Abdellaoui,25,185,75,FC Sion,4000,64,31,49,44,61,,,,,
15268,A. JÄdrych,26,187,84,ZagÅÄbie Sosnowiec,1000,58,36,37,37,60,,,,,
15269,M. Duku,25,188,75,Cheltenham Town,2000,71,56,42,59,25,,,,,
15270,Mello,25,174,71,ZagÅÄbie Sosnowiec,1000,61,46,60,59,41,,,,,
15271,K. Forenc,25,191,86,ZagÅÄbie Lubin,1000,,,,,,60,60,60,43,58
15272,Kwon Tae Ahn,26,190,87,Sangju Sangmu FC,1000,,,,,,59,57,60,56,60
15273,T. Marsh,24,180,80,Macclesfield Town,2000,83,59,47,54,34,,,,,
15274,A. Barry,25,181,77,Cork City,1000,48,35,46,46,57,,,,,
15275,M. Acton,26,184,85,Melbourne Victory,1000,,,,,,62,57,56,40,53
15276,Zhang Wei,25,176,73,Shanghai SIPG FC,2000,70,26,47,51,56,,,,,
15277,F. Serraiocco,24,191,83,Carpi,1000,,,,,,61,56,55,42,57
15278,S. Hornby,23,185,80,Port Vale,2000,,,,,,61,59,61,46,57
15279,Nuno Malheiro,24,170,69,ZagÅÄbie Sosnowiec,1000,70,30,51,61,56,,,,,
15280,Myeong Joon Jae,23,174,74,Jeonbuk Hyundai Motors,2000,56,45,55,61,36,,,,,
15281,E. NÃ¦sbak Brenden,24,180,72,LillestrÃ¸m SK,1000,77,51,53,63,36,,,,,
15282,A. Al Shamrani,24,175,65,Al Wehda,3000,61,29,42,43,57,,,,,
15283,D. Padilla,24,176,67,La Equidad,1000,72,47,55,64,37,,,,,
15284,F. Lapis,24,183,78,Chamois Niortais Football Club,1000,82,45,51,55,55,,,,,
15285,F. Mveng,26,176,80,FC Sion,4000,76,48,60,66,50,,,,,
